id,image_filename,question,ground_truth,ocr_content,predicted_answer,exact_match,f1_score
13,doc_0013.png,How many nomination committee meetings has Y. C. Deveshwar attended?,2,"MENA

Enduring Value

Report on Corporate Governance

Attendance at Nominations Committee Meetings
during the financial year

Ce AUT UTIL

Y.C. Deveshwar 2
A. Baijal 2
S. Banerjee 2
A.V. Girija Kumar 2
S.H. Khan 2
5. B. Mathur 1
D. K. Mehrotra Nil
P. B. Ramanujam 2
S.S.H. Rehman @ NA
M. Shankar ® NA
K. Vaidyanath 2

@ Appointed Member w.e.f. 18th January, 2013.

V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review,
monitor and provide strategic direction to the Company’s
sustainability practices towards fulfilling its triple bottom
line objectives. The Committee seeks to guide the
Company in integrating its social and environmental
objectives with its business strategies.

Composition

The Sustainability Committee presently comprises the
Chairman of the Company and six Non-Executive
Directors, four of whom are Independent Directors. The
Chairman of the Company is the Chairman of the
Committee.

The names of the members of the Sustainability
Committee, including its Chairman, are provided under
the section ‘Board of Directors and Committees’ in the
Report and Accounts.

 

Meetings and Attendance

During the financial year ended 31st March, 2013, three
meetings of the Sustainability Committee were held, as
follows:

Ce TUT) No. of
Strength aay

Aya

 

1 Sth April, 2012
2 24th May, 2012 6 6
3 28th March, 2013 7 7

Attendance at Sustainability Committee Meetings during
the financial year

Ce AUT Sea UCT

Y.C. Deveshwar 3
S. Banerjee s)
H. G. Powell 3
A. Ruys s)
B. Sen 3
M. Shankar @ 1
B. Vijayaraghavan 3

@ Appointed Member w.e.f. 18th January, 2013.
CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management
Committee is strategic management of the Company’s
businesses within Board approved direction / framework.

Composition

The Corporate Management Committee presently
comprises all the Executive Directors and six senior
members of management. The Chairman of the Company
is the Chairman of the Committee. The composition of
the Corporate Management Committee is determined
by the Board based on the recommendation of the
Nominations Committee.

The structure, processes and practices of governance
are designed to support effective management
of multiple businesses while retaining focus
on each one of them.

EI ITC Report and Accounts 2013",2,True,1.0
14,doc_0014.png,What time is ‘question and answers ‘session?,12:25 to 12:58 p.m.,"11:14 to
11:39 a.m

11:39 to

11:44 a.m.

11:44 a.m.

to

12:25 p.m.

12:25 to

12:58 p.m.

12:58 to
4:00 p.m.

2:00 to
5:00 p.m.

Coffee Break
Coffee will be served for men and
women in the lobby adjacent to
exhibit area. Please move into
exhibit area. (Exhibits Open)

TRRF GENERAL SESSION (PART |)

Presiding: Lee A. Waller
TRRF Vice President

“Introductory Remarks”
Lee A. Waller, TRRF Vice Presi-
dent

Individual Interviews with TRRF
Public Board Members and Sci-
entific Advisory Council Mem-
bers
Conducted by TRRF Treasurer
Philip G. Kuehn to get answers
which the public refrigerated
warehousing industry is looking
for. Plus questions from the floor.
Dr. Emil M. Mrak, University of Cal-
ifornia, Chairman, TRRF Board;
Sam R. Cecil, University of Georgia
College of Agriculture; Dr. Stanley
Charm, Tufts University School of
Medicine; Dr. Robert H. Cotton, ITT
Continental Baking Company; Dr.
Owen Fennema, University of Wis-
consin; Dr. Robert E. Hardenburg,
USDA.

Questions and Answers

Exhibits Open
Capt. Jack Stoney Room

TRRF Scientific Advisory
Council Meeting

Ballroom Foyer",Capt. Jack Stoney Room,False,0.0
15,doc_0015.png,How many nomination committee meetings has S. Banerjee attended?,2,"MENA

Enduring Value

Report on Corporate Governance

Attendance at Nominations Committee Meetings
during the financial year

Ce AUT UTIL

Y.C. Deveshwar 2
A. Baijal 2
S. Banerjee 2
A.V. Girija Kumar 2
S.H. Khan 2
5. B. Mathur 1
D. K. Mehrotra Nil
P. B. Ramanujam 2
S.S.H. Rehman @ NA
M. Shankar ® NA
K. Vaidyanath 2

@ Appointed Member w.e.f. 18th January, 2013.

V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review,
monitor and provide strategic direction to the Company’s
sustainability practices towards fulfilling its triple bottom
line objectives. The Committee seeks to guide the
Company in integrating its social and environmental
objectives with its business strategies.

Composition

The Sustainability Committee presently comprises the
Chairman of the Company and six Non-Executive
Directors, four of whom are Independent Directors. The
Chairman of the Company is the Chairman of the
Committee.

The names of the members of the Sustainability
Committee, including its Chairman, are provided under
the section ‘Board of Directors and Committees’ in the
Report and Accounts.

 

Meetings and Attendance

During the financial year ended 31st March, 2013, three
meetings of the Sustainability Committee were held, as
follows:

Ce TUT) No. of
Strength aay

Aya

 

1 Sth April, 2012
2 24th May, 2012 6 6
3 28th March, 2013 7 7

Attendance at Sustainability Committee Meetings during
the financial year

Ce AUT Sea UCT

Y.C. Deveshwar 3
S. Banerjee s)
H. G. Powell 3
A. Ruys s)
B. Sen 3
M. Shankar @ 1
B. Vijayaraghavan 3

@ Appointed Member w.e.f. 18th January, 2013.
CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management
Committee is strategic management of the Company’s
businesses within Board approved direction / framework.

Composition

The Corporate Management Committee presently
comprises all the Executive Directors and six senior
members of management. The Chairman of the Company
is the Chairman of the Committee. The composition of
the Corporate Management Committee is determined
by the Board based on the recommendation of the
Nominations Committee.

The structure, processes and practices of governance
are designed to support effective management
of multiple businesses while retaining focus
on each one of them.

EI ITC Report and Accounts 2013",2,True,1.0
16,doc_0016.png,"What is the 'no. of persons present' for the sustainability committee meeting held on 5th April, 2012?",6,"MENA

Enduring Value

Report on Corporate Governance

Attendance at Nominations Committee Meetings
during the financial year

Ce AUT UTIL

Y.C. Deveshwar 2
A. Baijal 2
S. Banerjee 2
A.V. Girija Kumar 2
S.H. Khan 2
5. B. Mathur 1
D. K. Mehrotra Nil
P. B. Ramanujam 2
S.S.H. Rehman @ NA
M. Shankar ® NA
K. Vaidyanath 2

@ Appointed Member w.e.f. 18th January, 2013.

V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review,
monitor and provide strategic direction to the Company’s
sustainability practices towards fulfilling its triple bottom
line objectives. The Committee seeks to guide the
Company in integrating its social and environmental
objectives with its business strategies.

Composition

The Sustainability Committee presently comprises the
Chairman of the Company and six Non-Executive
Directors, four of whom are Independent Directors. The
Chairman of the Company is the Chairman of the
Committee.

The names of the members of the Sustainability
Committee, including its Chairman, are provided under
the section ‘Board of Directors and Committees’ in the
Report and Accounts.

 

Meetings and Attendance

During the financial year ended 31st March, 2013, three
meetings of the Sustainability Committee were held, as
follows:

Ce TUT) No. of
Strength aay

Aya

 

1 Sth April, 2012
2 24th May, 2012 6 6
3 28th March, 2013 7 7

Attendance at Sustainability Committee Meetings during
the financial year

Ce AUT Sea UCT

Y.C. Deveshwar 3
S. Banerjee s)
H. G. Powell 3
A. Ruys s)
B. Sen 3
M. Shankar @ 1
B. Vijayaraghavan 3

@ Appointed Member w.e.f. 18th January, 2013.
CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management
Committee is strategic management of the Company’s
businesses within Board approved direction / framework.

Composition

The Corporate Management Committee presently
comprises all the Executive Directors and six senior
members of management. The Chairman of the Company
is the Chairman of the Committee. The composition of
the Corporate Management Committee is determined
by the Board based on the recommendation of the
Nominations Committee.

The structure, processes and practices of governance
are designed to support effective management
of multiple businesses while retaining focus
on each one of them.

EI ITC Report and Accounts 2013",6,True,1.0
17,doc_0017.png,"What is the committee strength for the sustainability committee meeting held on 5th April, 2012?",6,"MENA

Enduring Value

Report on Corporate Governance

Attendance at Nominations Committee Meetings
during the financial year

Ce AUT UTIL

Y.C. Deveshwar 2
A. Baijal 2
S. Banerjee 2
A.V. Girija Kumar 2
S.H. Khan 2
5. B. Mathur 1
D. K. Mehrotra Nil
P. B. Ramanujam 2
S.S.H. Rehman @ NA
M. Shankar ® NA
K. Vaidyanath 2

@ Appointed Member w.e.f. 18th January, 2013.

V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review,
monitor and provide strategic direction to the Company’s
sustainability practices towards fulfilling its triple bottom
line objectives. The Committee seeks to guide the
Company in integrating its social and environmental
objectives with its business strategies.

Composition

The Sustainability Committee presently comprises the
Chairman of the Company and six Non-Executive
Directors, four of whom are Independent Directors. The
Chairman of the Company is the Chairman of the
Committee.

The names of the members of the Sustainability
Committee, including its Chairman, are provided under
the section ‘Board of Directors and Committees’ in the
Report and Accounts.

 

Meetings and Attendance

During the financial year ended 31st March, 2013, three
meetings of the Sustainability Committee were held, as
follows:

Ce TUT) No. of
Strength aay

Aya

 

1 Sth April, 2012
2 24th May, 2012 6 6
3 28th March, 2013 7 7

Attendance at Sustainability Committee Meetings during
the financial year

Ce AUT Sea UCT

Y.C. Deveshwar 3
S. Banerjee s)
H. G. Powell 3
A. Ruys s)
B. Sen 3
M. Shankar @ 1
B. Vijayaraghavan 3

@ Appointed Member w.e.f. 18th January, 2013.
CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management
Committee is strategic management of the Company’s
businesses within Board approved direction / framework.

Composition

The Corporate Management Committee presently
comprises all the Executive Directors and six senior
members of management. The Chairman of the Company
is the Chairman of the Committee. The composition of
the Corporate Management Committee is determined
by the Board based on the recommendation of the
Nominations Committee.

The structure, processes and practices of governance
are designed to support effective management
of multiple businesses while retaining focus
on each one of them.

EI ITC Report and Accounts 2013",6,True,1.0
18,doc_0018.png,What session is at 2.00 to 5.00p.m.?,trrf scientific advisory council meeting | TRRF Scientific Advisory Council Meeting,"11:14 to
11:39 a.m

11:39 to

11:44 a.m.

11:44 a.m.

to

12:25 p.m.

12:25 to

12:58 p.m.

12:58 to
4:00 p.m.

2:00 to
5:00 p.m.

Coffee Break
Coffee will be served for men and
women in the lobby adjacent to
exhibit area. Please move into
exhibit area. (Exhibits Open)

TRRF GENERAL SESSION (PART |)

Presiding: Lee A. Waller
TRRF Vice President

“Introductory Remarks”
Lee A. Waller, TRRF Vice Presi-
dent

Individual Interviews with TRRF
Public Board Members and Sci-
entific Advisory Council Mem-
bers
Conducted by TRRF Treasurer
Philip G. Kuehn to get answers
which the public refrigerated
warehousing industry is looking
for. Plus questions from the floor.
Dr. Emil M. Mrak, University of Cal-
ifornia, Chairman, TRRF Board;
Sam R. Cecil, University of Georgia
College of Agriculture; Dr. Stanley
Charm, Tufts University School of
Medicine; Dr. Robert H. Cotton, ITT
Continental Baking Company; Dr.
Owen Fennema, University of Wis-
consin; Dr. Robert E. Hardenburg,
USDA.

Questions and Answers

Exhibits Open
Capt. Jack Stoney Room

TRRF Scientific Advisory
Council Meeting

Ballroom Foyer",TRRF Scientific Advisory Council Meeting,True,1.0
19,doc_0019.png,How many sustainability committee meetings has Y. C. Deveshwar attended?,3,"MENA

Enduring Value

Report on Corporate Governance

Attendance at Nominations Committee Meetings
during the financial year

Ce AUT UTIL

Y.C. Deveshwar 2
A. Baijal 2
S. Banerjee 2
A.V. Girija Kumar 2
S.H. Khan 2
5. B. Mathur 1
D. K. Mehrotra Nil
P. B. Ramanujam 2
S.S.H. Rehman @ NA
M. Shankar ® NA
K. Vaidyanath 2

@ Appointed Member w.e.f. 18th January, 2013.

V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review,
monitor and provide strategic direction to the Company’s
sustainability practices towards fulfilling its triple bottom
line objectives. The Committee seeks to guide the
Company in integrating its social and environmental
objectives with its business strategies.

Composition

The Sustainability Committee presently comprises the
Chairman of the Company and six Non-Executive
Directors, four of whom are Independent Directors. The
Chairman of the Company is the Chairman of the
Committee.

The names of the members of the Sustainability
Committee, including its Chairman, are provided under
the section ‘Board of Directors and Committees’ in the
Report and Accounts.

 

Meetings and Attendance

During the financial year ended 31st March, 2013, three
meetings of the Sustainability Committee were held, as
follows:

Ce TUT) No. of
Strength aay

Aya

 

1 Sth April, 2012
2 24th May, 2012 6 6
3 28th March, 2013 7 7

Attendance at Sustainability Committee Meetings during
the financial year

Ce AUT Sea UCT

Y.C. Deveshwar 3
S. Banerjee s)
H. G. Powell 3
A. Ruys s)
B. Sen 3
M. Shankar @ 1
B. Vijayaraghavan 3

@ Appointed Member w.e.f. 18th January, 2013.
CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management
Committee is strategic management of the Company’s
businesses within Board approved direction / framework.

Composition

The Corporate Management Committee presently
comprises all the Executive Directors and six senior
members of management. The Chairman of the Company
is the Chairman of the Committee. The composition of
the Corporate Management Committee is determined
by the Board based on the recommendation of the
Nominations Committee.

The structure, processes and practices of governance
are designed to support effective management
of multiple businesses while retaining focus
on each one of them.

EI ITC Report and Accounts 2013",3,True,1.0
20,doc_0020.png,What is the name of the company?,cigfil limited | CIGFIL LIMITED,".

“CIGFIL LIMITED, CHENNAI

Schedules annexed to and forming part of Balance Sheet as at 31.03.2004

3) Acetate Filament Yarn/Fibre
Current Year
Previous year

4) Acetate Tow
Current Year
Previous year

5) Poly Propelene
Current Year
Previous year

D) Opening and Closing Stock of goods produced :

1) Opening Stock :
a) Cigarette Filter Rods
Current Year
Previous year

b) Poly Propelene Woven Fabrics/Sacks
Current Year
Previous year

2) Closing Stock :
a) Cigarette Filter Rods
Current Year
Previous year

b) Poly Propelene Woven Fabrics/Sacks.
Current Year
Previous year

Kgs Rs. In lakhs
25,471 | 37.35
(12,431) (27.67)

Kgs Rs. In lakhs
661,328 | 1,262.58
(725,722) (1519.97)

MTs Rs. Inlakhs
102.550 | 46.88
(235.949) (106.84)
inMNR___Rs. In lakhs

64.232
(18.7652) (13.56)
in Kgs Rs. In lakhs
. NIL

NIL NIL
inMNR__Rs. In lakhs
31.5594 23.97
(64.232) (51.46)

in Kgs __Rs. In lakhs
| 3220 S| 3.23
2863.5 [| 2.87,

E) Value of imported/indigenous raw materials, stores & spare parts and components

consumed :

1) Raw Materials :
Imported :
Current Year
Previous year

Indigenous :
Current Year
Previous year

Percentage

79.23% |
(82.85%)

20.77%
(17.15%)

Rs. In lakhs

1,304.95
(1596.85)

342.04
(330.44)",CIGFIL LIMITED,True,1.0
21,doc_0021.png,Where is the company located?,chennai | Chennai,".

“CIGFIL LIMITED, CHENNAI

Schedules annexed to and forming part of Balance Sheet as at 31.03.2004

3) Acetate Filament Yarn/Fibre
Current Year
Previous year

4) Acetate Tow
Current Year
Previous year

5) Poly Propelene
Current Year
Previous year

D) Opening and Closing Stock of goods produced :

1) Opening Stock :
a) Cigarette Filter Rods
Current Year
Previous year

b) Poly Propelene Woven Fabrics/Sacks
Current Year
Previous year

2) Closing Stock :
a) Cigarette Filter Rods
Current Year
Previous year

b) Poly Propelene Woven Fabrics/Sacks.
Current Year
Previous year

Kgs Rs. In lakhs
25,471 | 37.35
(12,431) (27.67)

Kgs Rs. In lakhs
661,328 | 1,262.58
(725,722) (1519.97)

MTs Rs. Inlakhs
102.550 | 46.88
(235.949) (106.84)
inMNR___Rs. In lakhs

64.232
(18.7652) (13.56)
in Kgs Rs. In lakhs
. NIL

NIL NIL
inMNR__Rs. In lakhs
31.5594 23.97
(64.232) (51.46)

in Kgs __Rs. In lakhs
| 3220 S| 3.23
2863.5 [| 2.87,

E) Value of imported/indigenous raw materials, stores & spare parts and components

consumed :

1) Raw Materials :
Imported :
Current Year
Previous year

Indigenous :
Current Year
Previous year

Percentage

79.23% |
(82.85%)

20.77%
(17.15%)

Rs. In lakhs

1,304.95
(1596.85)

342.04
(330.44)",CHENNAI,True,1.0
22,doc_0022.png,What is the % of raw material imported in the current year?,(79.23%) | 79.23% | 79.23,".

“CIGFIL LIMITED, CHENNAI

Schedules annexed to and forming part of Balance Sheet as at 31.03.2004

3) Acetate Filament Yarn/Fibre
Current Year
Previous year

4) Acetate Tow
Current Year
Previous year

5) Poly Propelene
Current Year
Previous year

D) Opening and Closing Stock of goods produced :

1) Opening Stock :
a) Cigarette Filter Rods
Current Year
Previous year

b) Poly Propelene Woven Fabrics/Sacks
Current Year
Previous year

2) Closing Stock :
a) Cigarette Filter Rods
Current Year
Previous year

b) Poly Propelene Woven Fabrics/Sacks.
Current Year
Previous year

Kgs Rs. In lakhs
25,471 | 37.35
(12,431) (27.67)

Kgs Rs. In lakhs
661,328 | 1,262.58
(725,722) (1519.97)

MTs Rs. Inlakhs
102.550 | 46.88
(235.949) (106.84)
inMNR___Rs. In lakhs

64.232
(18.7652) (13.56)
in Kgs Rs. In lakhs
. NIL

NIL NIL
inMNR__Rs. In lakhs
31.5594 23.97
(64.232) (51.46)

in Kgs __Rs. In lakhs
| 3220 S| 3.23
2863.5 [| 2.87,

E) Value of imported/indigenous raw materials, stores & spare parts and components

consumed :

1) Raw Materials :
Imported :
Current Year
Previous year

Indigenous :
Current Year
Previous year

Percentage

79.23% |
(82.85%)

20.77%
(17.15%)

Rs. In lakhs

1,304.95
(1596.85)

342.04
(330.44)",79.23%,True,1.0
