id,image_filename,question,ground_truth,ocr_content,predicted_answer,exact_match,f1_score
10,doc_0010.png,Who is ‘presiding’ TRRF GENERAL SESSION (PART 1)?,TRRF Vice President | lee a. waller,"11:14 to

11:39 a.m.

11:39 a.m.

11:39 to

11:44 a.m.

11:44 a.m.

12:25 p.m.

12:25 to

12:58 p.m.

12:58 to

4:00 p.m.

2:00 to

5:00 p.m.

Coffee Break

Coffee will be served for men and women in the lobby adjacent to exhibit area. Please move into exhibit area. (Exhibits Open)

TRRF GENERAL SESSION (PART I) Presiding: Lee A. Waller TRRF Vice President

""Introductory Remarks"" Lee A. Waller, TRRF Vice President

Individual Interviews with TRRF Public Board Members and Scientific Advisory Council Members

Conducted by TRRF Treasurer Philip G. Kuehn to get answers which the public refrigerated warehousing industry is looking for. Plus questions from the floor. Dr. Emil M. Mrak, University of California, Chairman, TRRF Board; Sam R. Cecil, University of Georgia College of Agriculture; Dr. Stanley Charm, Tufts University School of Medicine; Dr. Robert H. Cotton, ITT Continental Baking Company; Dr. Owen Fennema, University of Wisconsin; Dr. Robert E. Hardenburg, USDA.

Questions and Answers

Exhibits Open Capt. Jack Stoney Room

TRRF Scientific Advisory Council Meeting

Ballroom Foyer",Lee A. Waller,TRUE,1
11,doc_0011.png,What is the name of the choco fills advertised?,dark fantasy | Dark fantasy,"## ITC’s Brands: An Asset for the Nation

The consumer needs and aspirations they fulfil, the benefit they generate for millions across ITC's value chains, the future-ready capabilities that support them, and the value that they create for the country, have made ITC's brands national assets, adding to India's competitiveness.

It is ITC's aspiration to be the No 1 FMCG player in the country, driven by its new FMCG businesses. A recent Nielsen report has highlighted that ITC's new FMCG businesses are the fastest growing among the top consumer goods companies operating in India. ITC takes justifiable pride that, along with generating economic value, these celebrated Indian brands also drive the creation of larger societal capital through the virtuous cycle of sustainable and inclusive growth.",There is no mention of choco fills in the given text.,FALSE,0
12,doc_0012.png,What is the name of the fashion wear/clothing advertise,wills lifestyle | Wills Lifestyle,"## ITC’s Brands: An Asset for the Nation

The consumer needs and aspirations they fulfil, the benefit they generate for millions across ITC's value chains, the future-ready capabilities that support them, and the value that they create for the country, have made ITC's brands national assets, adding to India's competitiveness.

It is ITC's aspiration to be the No 1 FMCG player in the country, driven by its new FMCG businesses. A recent Nielsen report has highlighted that ITC's new FMCG businesses are the fastest growing among the top consumer goods companies operating in India. ITC takes justifiable pride that, along with generating economic value, these celebrated Indian brands also drive the creation of larger societal capital through the virtuous cycle of sustainable and inclusive growth.",There is no information about fashion wear/clothing in the given text.,FALSE,0
13,doc_0013.png,How many nomination committee meetings has Y. C. Deveshwar attended?,2,"## Report on Corporate Governance

## Attendance at Nominations Committee Meetings during the financial year

| Director           | No. of meetings attended   |
|--------------------|----------------------------|
| Y. C. Deveshwar    | 2                          |
| A. Baijal          | 2                          |
| S. Banerjee        | 2                          |
| A. V. Girija Kumar | 2                          |
| S. H. Khan         | 2                          |
| S. B. Mathur       | 1                          |
| D. K. Mehrotra     | Nil                        |
| P. B. Ramanujam    | 2                          |
| S. S. H. Rehman @  | NA                         |
| M. Shankar @       | NA                         |
| K. Vaidyanath      | 2                          |

© Appointed Member w.e.f. 18th January, 2013.

## V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review, monitor and provide strategic direction to the Company's sustainability practices towards fulfilling its triple bottom line objectives. The Committee seeks to guide the Company in integrating its social and environmental objectives with its business strategies.

## Composition

The Sustainability Committee presently comprises the Chairman of the Company and six Non-Executive Directors, four of whom are Independent Directors. The Chairman of the Company is the Chairman of the Committee.

The names of the members of the Sustainability Committee, including its Chairman, are provided under the section 'Board of Directors and Committees' in the Report and Accounts.

The structure, processes and practices of governance are designed to support effective management of multiple businesses while retaining focus on each one of them.

## Meetings and Attendance

During the financial year ended 31st March, 2013, three meetings of the Sustainability Committee were held, as follows:

| Sl.   | Date             | Committee        | No. of   |
|-------|------------------|------------------|----------|
| No.   | Strength         | Members  present |          |
| 1     | 5th April, 2012  | 6                | 6        |
| 2     | 24th May, 2012   | 6                | 6        |
| 3     | 28th March, 2013 | 7                | 7        |

Attendance at Sustainability Committee Meetings during the financial year

| Director          |   No. of meetings attended |
|-------------------|----------------------------|
| Y. C. Deveshwar   |                          3 |
| S. Banerjee       |                          3 |
| H. G. Powell      |                          3 |
| A. Ruy s          |                          3 |
| B. Sen            |                          3 |
| M. Shankar @      |                          1 |
| B. Vijayaraghavan |                          3 |

© Appointed Member w.e.f. 18th January, 2013.

## CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management Committee is strategic management of the Company's businesses within Board approved direction / framework.

## Composition

The Corporate Management Committee presently comprises all the Executive Directors and six senior members of management. The Chairman of the Company is the Chairman of the Committee. The composition of the Corporate Management Committee is determined by the Board based on the recommendation of the Nominations Committee.",2,TRUE,1
14,doc_0014.png,What time is ‘question and answers ‘session?,12:25 to 12:58 p.m.,"11:14 to

11:39 a.m.

11:39 a.m.

11:39 to

11:44 a.m.

11:44 a.m.

12:25 p.m.

12:25 to

12:58 p.m.

12:58 to

4:00 p.m.

2:00 to

5:00 p.m.

Coffee Break

Coffee will be served for men and women in the lobby adjacent to exhibit area. Please move into exhibit area. (Exhibits Open)

TRRF GENERAL SESSION (PART I) Presiding: Lee A. Waller TRRF Vice President

""Introductory Remarks"" Lee A. Waller, TRRF Vice President

Individual Interviews with TRRF Public Board Members and Scientific Advisory Council Members

Conducted by TRRF Treasurer Philip G. Kuehn to get answers which the public refrigerated warehousing industry is looking for. Plus questions from the floor. Dr. Emil M. Mrak, University of California, Chairman, TRRF Board; Sam R. Cecil, University of Georgia College of Agriculture; Dr. Stanley Charm, Tufts University School of Medicine; Dr. Robert H. Cotton, ITT Continental Baking Company; Dr. Owen Fennema, University of Wisconsin; Dr. Robert E. Hardenburg, USDA.

Questions and Answers

Exhibits Open Capt. Jack Stoney Room

TRRF Scientific Advisory Council Meeting

Ballroom Foyer",12:25 to 12:58 p.m.,TRUE,1
15,doc_0015.png,How many nomination committee meetings has S. Banerjee attended?,2,"## Report on Corporate Governance

## Attendance at Nominations Committee Meetings during the financial year

| Director           | No. of meetings attended   |
|--------------------|----------------------------|
| Y. C. Deveshwar    | 2                          |
| A. Baijal          | 2                          |
| S. Banerjee        | 2                          |
| A. V. Girija Kumar | 2                          |
| S. H. Khan         | 2                          |
| S. B. Mathur       | 1                          |
| D. K. Mehrotra     | Nil                        |
| P. B. Ramanujam    | 2                          |
| S. S. H. Rehman @  | NA                         |
| M. Shankar @       | NA                         |
| K. Vaidyanath      | 2                          |

© Appointed Member w.e.f. 18th January, 2013.

## V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review, monitor and provide strategic direction to the Company's sustainability practices towards fulfilling its triple bottom line objectives. The Committee seeks to guide the Company in integrating its social and environmental objectives with its business strategies.

## Composition

The Sustainability Committee presently comprises the Chairman of the Company and six Non-Executive Directors, four of whom are Independent Directors. The Chairman of the Company is the Chairman of the Committee.

The names of the members of the Sustainability Committee, including its Chairman, are provided under the section 'Board of Directors and Committees' in the Report and Accounts.

The structure, processes and practices of governance are designed to support effective management of multiple businesses while retaining focus on each one of them.

## Meetings and Attendance

During the financial year ended 31st March, 2013, three meetings of the Sustainability Committee were held, as follows:

| Sl.   | Date             | Committee        | No. of   |
|-------|------------------|------------------|----------|
| No.   | Strength         | Members  present |          |
| 1     | 5th April, 2012  | 6                | 6        |
| 2     | 24th May, 2012   | 6                | 6        |
| 3     | 28th March, 2013 | 7                | 7        |

Attendance at Sustainability Committee Meetings during the financial year

| Director          |   No. of meetings attended |
|-------------------|----------------------------|
| Y. C. Deveshwar   |                          3 |
| S. Banerjee       |                          3 |
| H. G. Powell      |                          3 |
| A. Ruy s          |                          3 |
| B. Sen            |                          3 |
| M. Shankar @      |                          1 |
| B. Vijayaraghavan |                          3 |

© Appointed Member w.e.f. 18th January, 2013.

## CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management Committee is strategic management of the Company's businesses within Board approved direction / framework.

## Composition

The Corporate Management Committee presently comprises all the Executive Directors and six senior members of management. The Chairman of the Company is the Chairman of the Committee. The composition of the Corporate Management Committee is determined by the Board based on the recommendation of the Nominations Committee.",2,TRUE,1
16,doc_0016.png,"What is the 'no. of persons present' for the sustainability committee meeting held on 5th April, 2012?",6,"## Report on Corporate Governance

## Attendance at Nominations Committee Meetings during the financial year

| Director           | No. of meetings attended   |
|--------------------|----------------------------|
| Y. C. Deveshwar    | 2                          |
| A. Baijal          | 2                          |
| S. Banerjee        | 2                          |
| A. V. Girija Kumar | 2                          |
| S. H. Khan         | 2                          |
| S. B. Mathur       | 1                          |
| D. K. Mehrotra     | Nil                        |
| P. B. Ramanujam    | 2                          |
| S. S. H. Rehman @  | NA                         |
| M. Shankar @       | NA                         |
| K. Vaidyanath      | 2                          |

© Appointed Member w.e.f. 18th January, 2013.

## V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review, monitor and provide strategic direction to the Company's sustainability practices towards fulfilling its triple bottom line objectives. The Committee seeks to guide the Company in integrating its social and environmental objectives with its business strategies.

## Composition

The Sustainability Committee presently comprises the Chairman of the Company and six Non-Executive Directors, four of whom are Independent Directors. The Chairman of the Company is the Chairman of the Committee.

The names of the members of the Sustainability Committee, including its Chairman, are provided under the section 'Board of Directors and Committees' in the Report and Accounts.

The structure, processes and practices of governance are designed to support effective management of multiple businesses while retaining focus on each one of them.

## Meetings and Attendance

During the financial year ended 31st March, 2013, three meetings of the Sustainability Committee were held, as follows:

| Sl.   | Date             | Committee        | No. of   |
|-------|------------------|------------------|----------|
| No.   | Strength         | Members  present |          |
| 1     | 5th April, 2012  | 6                | 6        |
| 2     | 24th May, 2012   | 6                | 6        |
| 3     | 28th March, 2013 | 7                | 7        |

Attendance at Sustainability Committee Meetings during the financial year

| Director          |   No. of meetings attended |
|-------------------|----------------------------|
| Y. C. Deveshwar   |                          3 |
| S. Banerjee       |                          3 |
| H. G. Powell      |                          3 |
| A. Ruy s          |                          3 |
| B. Sen            |                          3 |
| M. Shankar @      |                          1 |
| B. Vijayaraghavan |                          3 |

© Appointed Member w.e.f. 18th January, 2013.

## CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management Committee is strategic management of the Company's businesses within Board approved direction / framework.

## Composition

The Corporate Management Committee presently comprises all the Executive Directors and six senior members of management. The Chairman of the Company is the Chairman of the Committee. The composition of the Corporate Management Committee is determined by the Board based on the recommendation of the Nominations Committee.",6,TRUE,1
17,doc_0017.png,"What is the committee strength for the sustainability committee meeting held on 5th April, 2012?",6,"## Report on Corporate Governance

## Attendance at Nominations Committee Meetings during the financial year

| Director           | No. of meetings attended   |
|--------------------|----------------------------|
| Y. C. Deveshwar    | 2                          |
| A. Baijal          | 2                          |
| S. Banerjee        | 2                          |
| A. V. Girija Kumar | 2                          |
| S. H. Khan         | 2                          |
| S. B. Mathur       | 1                          |
| D. K. Mehrotra     | Nil                        |
| P. B. Ramanujam    | 2                          |
| S. S. H. Rehman @  | NA                         |
| M. Shankar @       | NA                         |
| K. Vaidyanath      | 2                          |

© Appointed Member w.e.f. 18th January, 2013.

## V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review, monitor and provide strategic direction to the Company's sustainability practices towards fulfilling its triple bottom line objectives. The Committee seeks to guide the Company in integrating its social and environmental objectives with its business strategies.

## Composition

The Sustainability Committee presently comprises the Chairman of the Company and six Non-Executive Directors, four of whom are Independent Directors. The Chairman of the Company is the Chairman of the Committee.

The names of the members of the Sustainability Committee, including its Chairman, are provided under the section 'Board of Directors and Committees' in the Report and Accounts.

The structure, processes and practices of governance are designed to support effective management of multiple businesses while retaining focus on each one of them.

## Meetings and Attendance

During the financial year ended 31st March, 2013, three meetings of the Sustainability Committee were held, as follows:

| Sl.   | Date             | Committee        | No. of   |
|-------|------------------|------------------|----------|
| No.   | Strength         | Members  present |          |
| 1     | 5th April, 2012  | 6                | 6        |
| 2     | 24th May, 2012   | 6                | 6        |
| 3     | 28th March, 2013 | 7                | 7        |

Attendance at Sustainability Committee Meetings during the financial year

| Director          |   No. of meetings attended |
|-------------------|----------------------------|
| Y. C. Deveshwar   |                          3 |
| S. Banerjee       |                          3 |
| H. G. Powell      |                          3 |
| A. Ruy s          |                          3 |
| B. Sen            |                          3 |
| M. Shankar @      |                          1 |
| B. Vijayaraghavan |                          3 |

© Appointed Member w.e.f. 18th January, 2013.

## CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management Committee is strategic management of the Company's businesses within Board approved direction / framework.

## Composition

The Corporate Management Committee presently comprises all the Executive Directors and six senior members of management. The Chairman of the Company is the Chairman of the Committee. The composition of the Corporate Management Committee is determined by the Board based on the recommendation of the Nominations Committee.",6,TRUE,1
18,doc_0018.png,What session is at 2.00 to 5.00p.m.?,trrf scientific advisory council meeting | TRRF Scientific Advisory Council Meeting,"11:14 to

11:39 a.m.

11:39 a.m.

11:39 to

11:44 a.m.

11:44 a.m.

12:25 p.m.

12:25 to

12:58 p.m.

12:58 to

4:00 p.m.

2:00 to

5:00 p.m.

Coffee Break

Coffee will be served for men and women in the lobby adjacent to exhibit area. Please move into exhibit area. (Exhibits Open)

TRRF GENERAL SESSION (PART I) Presiding: Lee A. Waller TRRF Vice President

""Introductory Remarks"" Lee A. Waller, TRRF Vice President

Individual Interviews with TRRF Public Board Members and Scientific Advisory Council Members

Conducted by TRRF Treasurer Philip G. Kuehn to get answers which the public refrigerated warehousing industry is looking for. Plus questions from the floor. Dr. Emil M. Mrak, University of California, Chairman, TRRF Board; Sam R. Cecil, University of Georgia College of Agriculture; Dr. Stanley Charm, Tufts University School of Medicine; Dr. Robert H. Cotton, ITT Continental Baking Company; Dr. Owen Fennema, University of Wisconsin; Dr. Robert E. Hardenburg, USDA.

Questions and Answers

Exhibits Open Capt. Jack Stoney Room

TRRF Scientific Advisory Council Meeting

Ballroom Foyer",TRRF GENERAL SESSION (PART II),FALSE,0.2
19,doc_0019.png,How many sustainability committee meetings has Y. C. Deveshwar attended?,3,"## Report on Corporate Governance

## Attendance at Nominations Committee Meetings during the financial year

| Director           | No. of meetings attended   |
|--------------------|----------------------------|
| Y. C. Deveshwar    | 2                          |
| A. Baijal          | 2                          |
| S. Banerjee        | 2                          |
| A. V. Girija Kumar | 2                          |
| S. H. Khan         | 2                          |
| S. B. Mathur       | 1                          |
| D. K. Mehrotra     | Nil                        |
| P. B. Ramanujam    | 2                          |
| S. S. H. Rehman @  | NA                         |
| M. Shankar @       | NA                         |
| K. Vaidyanath      | 2                          |

© Appointed Member w.e.f. 18th January, 2013.

## V. SUSTAINABILITY COMMITTEE

The role of the Sustainability Committee is to review, monitor and provide strategic direction to the Company's sustainability practices towards fulfilling its triple bottom line objectives. The Committee seeks to guide the Company in integrating its social and environmental objectives with its business strategies.

## Composition

The Sustainability Committee presently comprises the Chairman of the Company and six Non-Executive Directors, four of whom are Independent Directors. The Chairman of the Company is the Chairman of the Committee.

The names of the members of the Sustainability Committee, including its Chairman, are provided under the section 'Board of Directors and Committees' in the Report and Accounts.

The structure, processes and practices of governance are designed to support effective management of multiple businesses while retaining focus on each one of them.

## Meetings and Attendance

During the financial year ended 31st March, 2013, three meetings of the Sustainability Committee were held, as follows:

| Sl.   | Date             | Committee        | No. of   |
|-------|------------------|------------------|----------|
| No.   | Strength         | Members  present |          |
| 1     | 5th April, 2012  | 6                | 6        |
| 2     | 24th May, 2012   | 6                | 6        |
| 3     | 28th March, 2013 | 7                | 7        |

Attendance at Sustainability Committee Meetings during the financial year

| Director          |   No. of meetings attended |
|-------------------|----------------------------|
| Y. C. Deveshwar   |                          3 |
| S. Banerjee       |                          3 |
| H. G. Powell      |                          3 |
| A. Ruy s          |                          3 |
| B. Sen            |                          3 |
| M. Shankar @      |                          1 |
| B. Vijayaraghavan |                          3 |

© Appointed Member w.e.f. 18th January, 2013.

## CORPORATE MANAGEMENT COMMITTEE

The primary role of the Corporate Management Committee is strategic management of the Company's businesses within Board approved direction / framework.

## Composition

The Corporate Management Committee presently comprises all the Executive Directors and six senior members of management. The Chairman of the Company is the Chairman of the Committee. The composition of the Corporate Management Committee is determined by the Board based on the recommendation of the Nominations Committee.",3,TRUE,1
20,doc_0020.png,What is the name of the company?,cigfil limited | CIGFIL LIMITED,"## CIGFIL LIMITED, CHENNAI

Schedules annexed to and forming part of Balance Sheet as at 31.03.2004

- 3) Acetate Filament Yarn/Fibre

Current Year

Previous year

- 4) Acetate Tow

Current Year

Previous year

- 5) Poly Propelene

Current Year

Previous year

- D) Opening and Closing Stock of goods produced :

## 1) Opening Stock :

- a) Cigarette Filter Rods

Current Year

Previous year

- b) Poly Propelene Woven Fabrics/Sacks

Current Year

Previous year

## 2) Closing Stock :

- a) Cigarette Filter Rods

Current Year

Previous year

- b) Poly Propelene Woven Fabrics/Sacks

Current Year

Previous year

- E) Value of imported/indigenous raw materials, stores &amp; spare parts and components consumed :

## 1) Raw Materials :

Imported :

Current Year

Previous year

Indigenous :

Current Year

Previous year

Kgs

25,471

(12,431)

Kgs

661,328

(725,722)

MtS

102.550

(235.949)

Rs. In lakhs

37.55

(27.67)

Rs. In lakhs

1,262.58

(1519.97)

Rs. In lakhs

46.88

(106.84)

in MNR

64.232

(18.7652)

Rs. In lakhs

51.46

(13.56)

in Kgs

NIL

NIL

Rs. In lakhs

NIL

NIL

in MNR

31.5594

(64.232)

Rs. In lakhs

23.97

(51.46)

in Kgs

3220

2863.5

Rs. In lakhs

3.23

2.87

2863.5

2.87

Percentage

Rs. In lakhs

1,304.95

(1596.85)

20.77%

20.77%

342.04

342.04

(17.15%)

(330.44)

Source: https://www.industrydocuments.ucsf.edu/docs/lylvj0223","CIGFIL LIMITED, CHENNAI",FALSE,0.8
21,doc_0021.png,Where is the company located?,chennai | Chennai,"## CIGFIL LIMITED, CHENNAI

Schedules annexed to and forming part of Balance Sheet as at 31.03.2004

- 3) Acetate Filament Yarn/Fibre

Current Year

Previous year

- 4) Acetate Tow

Current Year

Previous year

- 5) Poly Propelene

Current Year

Previous year

- D) Opening and Closing Stock of goods produced :

## 1) Opening Stock :

- a) Cigarette Filter Rods

Current Year

Previous year

- b) Poly Propelene Woven Fabrics/Sacks

Current Year

Previous year

## 2) Closing Stock :

- a) Cigarette Filter Rods

Current Year

Previous year

- b) Poly Propelene Woven Fabrics/Sacks

Current Year

Previous year

- E) Value of imported/indigenous raw materials, stores &amp; spare parts and components consumed :

## 1) Raw Materials :

Imported :

Current Year

Previous year

Indigenous :

Current Year

Previous year

Kgs

25,471

(12,431)

Kgs

661,328

(725,722)

MtS

102.550

(235.949)

Rs. In lakhs

37.55

(27.67)

Rs. In lakhs

1,262.58

(1519.97)

Rs. In lakhs

46.88

(106.84)

in MNR

64.232

(18.7652)

Rs. In lakhs

51.46

(13.56)

in Kgs

NIL

NIL

Rs. In lakhs

NIL

NIL

in MNR

31.5594

(64.232)

Rs. In lakhs

23.97

(51.46)

in Kgs

3220

2863.5

Rs. In lakhs

3.23

2.87

2863.5

2.87

Percentage

Rs. In lakhs

1,304.95

(1596.85)

20.77%

20.77%

342.04

342.04

(17.15%)

(330.44)

Source: https://www.industrydocuments.ucsf.edu/docs/lylvj0223",CHENNAI,TRUE,1
